date,home_team,away_team,home_goals,away_goals,match_importance_tier
2020-08-10,Japan,France,6,0,CONFED_CAMP
2022-03-31,South Korea,Spain,0,1,QUALIFIER
2021-11-19,Denmark,Morocco,1,0,FRIENDLY
2025-07-03,Croatia,Colombia,0,0,QUALIFIER
2020-11-06,France,Ecuador,1,1,FRIENDLY
2019-03-05,Colombia,Cameroon,0,0,CONFED_CAMP
2019-05-15,Senegal,Saudi Arabia,0,1,QUALIFIER
2021-04-21,Japan,USA,7,1,QUALIFIER
2020-02-29,Cameroon,Colombia,3,0,QUALIFIER
2021-09-04,Brazil,Mexico,1,0,QUALIFIER
2025-01-13,Cameroon,Mexico,1,2,CONFED_CAMP
2023-03-03,Denmark,Costa Rica,2,0,QUALIFIER
2024-11-02,Ecuador,Costa Rica,1,2,CONFED_CAMP
2018-07-06,Tunisia,USA,11,0,QUALIFIER
2019-12-29,USA,South Korea,0,0,FRIENDLY
2020-08-05,Senegal,Brazil,1,0,QUALIFIER
2025-01-11,Senegal,Morocco,2,2,QUALIFIER
2022-07-14,Tunisia,Serbia,4,2,QUALIFIER
2020-10-02,Poland,Brazil,0,0,FRIENDLY
2024-01-02,Argentina,Senegal,1,2,QUALIFIER
2023-09-24,Japan,Colombia,0,1,FRIENDLY
2024-09-16,Saudi Arabia,Switzerland,1,0,CONFED_CAMP
2025-05-20,Morocco,Switzerland,1,0,CONFED_CAMP
2023-10-04,Uruguay,Japan,0,0,CONFED_CAMP
2026-05-10,Brazil,Costa Rica,8,0,QUALIFIER
2025-10-30,Qatar,Senegal,0,3,QUALIFIER
2024-11-29,Portugal,England,0,0,WC_FINAL
2022-07-13,Spain,Switzerland,2,0,QUALIFIER
2024-08-06,Switzerland,Spain,0,1,FRIENDLY
2026-05-09,USA,Ghana,1,1,FRIENDLY
2018-06-06,Brazil,Ghana,2,2,FRIENDLY
2021-02-25,Switzerland,Spain,0,3,QUALIFIER
2021-11-07,Uruguay,Japan,0,0,FRIENDLY
2026-03-13,Serbia,Cameroon,0,1,FRIENDLY
2026-01-20,Australia,France,0,0,WC_FINAL
2025-01-18,Ecuador,Denmark,0,0,FRIENDLY
2018-04-01,South Korea,Uruguay,1,5,WC_FINAL
2019-08-11,Portugal,Mexico,2,1,CONFED_CAMP
2024-03-28,Senegal,France,3,0,FRIENDLY
2022-01-20,Japan,Portugal,0,1,FRIENDLY
2025-06-27,Colombia,Uruguay,1,1,QUALIFIER
2025-10-22,Senegal,Morocco,2,0,CONFED_CAMP
2021-01-31,Australia,England,8,2,CONFED_CAMP
2023-01-30,Canada,Poland,7,1,FRIENDLY
2019-11-14,Belgium,Portugal,2,0,QUALIFIER
2018-08-11,Germany,Qatar,0,0,QUALIFIER
2024-05-06,Serbia,Uruguay,1,1,FRIENDLY
2025-11-01,Qatar,Belgium,0,2,QUALIFIER
2026-04-24,England,Germany,0,2,CONFED_CAMP
2019-03-09,Croatia,Portugal,0,1,QUALIFIER
2026-02-23,Colombia,Iran,0,0,QUALIFIER
2022-06-08,Canada,Uruguay,1,3,FRIENDLY
2020-05-13,Mexico,Ecuador,1,2,QUALIFIER
2025-07-18,Denmark,Belgium,1,0,QUALIFIER
2024-05-10,Japan,Denmark,0,4,QUALIFIER
2025-06-06,Ecuador,South Korea,0,1,FRIENDLY
2024-06-06,Spain,Netherlands,0,0,QUALIFIER
2019-02-27,Ecuador,Uruguay,1,0,QUALIFIER
2026-01-12,Colombia,Switzerland,2,0,FRIENDLY
2019-03-21,Switzerland,Brazil,2,3,QUALIFIER
2024-05-27,Canada,Morocco,1,1,WC_FINAL
2026-05-25,Iran,South Korea,1,0,QUALIFIER
2018-03-23,Qatar,Japan,0,1,QUALIFIER
2023-10-10,Ecuador,Spain,2,0,QUALIFIER
2026-05-07,Denmark,Ghana,0,0,FRIENDLY
2021-06-10,Switzerland,Canada,0,5,FRIENDLY
2024-06-18,Senegal,Brazil,0,0,QUALIFIER
2019-01-09,Argentina,Australia,0,0,QUALIFIER
2021-11-29,Netherlands,Germany,2,0,FRIENDLY
2024-03-07,Iran,Spain,5,0,QUALIFIER
2018-12-07,Saudi Arabia,Belgium,0,0,FRIENDLY
2022-01-15,Switzerland,Serbia,1,0,CONFED_CAMP
2025-07-08,Switzerland,Saudi Arabia,1,0,FRIENDLY
2023-05-05,Croatia,Ecuador,0,0,QUALIFIER
2021-01-11,Uruguay,USA,1,3,FRIENDLY
2021-11-30,Morocco,Ghana,2,3,FRIENDLY
2019-12-13,Cameroon,Senegal,0,0,QUALIFIER
2023-07-05,Canada,Ghana,4,2,CONFED_CAMP
2021-11-24,Germany,South Korea,1,0,FRIENDLY
2018-07-15,Australia,Ghana,3,2,FRIENDLY
2025-04-02,Croatia,Uruguay,0,1,WC_FINAL
2018-02-21,Iran,Spain,0,1,QUALIFIER
2019-12-23,Iran,Brazil,0,1,QUALIFIER
2026-04-11,Denmark,Belgium,2,0,QUALIFIER
2019-07-16,Belgium,Canada,0,1,QUALIFIER
2023-11-19,Senegal,USA,0,0,QUALIFIER
2024-07-21,Switzerland,Spain,0,4,QUALIFIER
2018-07-13,Japan,Ghana,0,0,QUALIFIER
2018-03-15,Australia,Uruguay,0,0,WC_FINAL
2020-04-11,South Korea,Japan,0,0,WC_FINAL
2026-03-23,Uruguay,Argentina,3,3,FRIENDLY
2020-09-14,Qatar,Colombia,0,6,CONFED_CAMP
2020-12-11,Saudi Arabia,Croatia,3,1,QUALIFIER
2025-07-29,Senegal,Switzerland,0,2,QUALIFIER
2020-07-27,Denmark,Canada,2,1,CONFED_CAMP
2025-08-17,Brazil,Mexico,1,0,FRIENDLY
2024-09-17,Switzerland,Poland,3,0,WC_FINAL
2023-12-27,Poland,Argentina,1,0,CONFED_CAMP
2019-09-11,Saudi Arabia,Tunisia,0,3,QUALIFIER
2022-02-21,Senegal,Cameroon,5,0,FRIENDLY
2018-03-07,Japan,Canada,0,2,QUALIFIER
2022-02-13,Switzerland,Portugal,0,0,FRIENDLY
2025-08-01,Serbia,USA,1,2,QUALIFIER
2022-01-18,Spain,Argentina,3,1,QUALIFIER
2023-11-18,Saudi Arabia,Mexico,1,0,FRIENDLY
2023-09-02,South Korea,Uruguay,1,0,QUALIFIER
2024-04-11,Brazil,Poland,0,0,QUALIFIER
2023-04-01,Spain,Ghana,0,3,CONFED_CAMP
2022-09-11,Serbia,Brazil,0,0,QUALIFIER
2020-11-28,Saudi Arabia,Switzerland,0,0,QUALIFIER
2018-11-28,Serbia,Netherlands,2,1,FRIENDLY
2021-12-12,Argentina,Tunisia,2,11,FRIENDLY
2020-03-29,Poland,Iran,2,1,FRIENDLY
2022-10-15,Japan,Canada,5,0,QUALIFIER
2018-05-07,Ghana,Tunisia,0,1,FRIENDLY
2024-05-13,Brazil,Belgium,2,1,FRIENDLY
2021-03-31,France,Colombia,0,0,WC_FINAL
2025-12-20,Germany,Denmark,1,0,QUALIFIER
2023-06-10,Qatar,Colombia,2,0,FRIENDLY
2022-07-18,Belgium,Ecuador,0,0,CONFED_CAMP
2021-08-05,South Korea,Ghana,0,0,CONFED_CAMP
2022-05-17,Germany,Mexico,0,0,QUALIFIER
2023-02-18,Uruguay,Costa Rica,1,0,FRIENDLY
2023-09-12,Germany,Ecuador,0,1,QUALIFIER
2018-04-28,Qatar,Mexico,0,0,QUALIFIER
2022-03-12,Canada,Senegal,2,1,QUALIFIER
2026-03-21,Germany,Canada,2,0,QUALIFIER
2024-10-30,Australia,Mexico,0,13,FRIENDLY
2026-02-07,France,Mexico,2,1,FRIENDLY
2022-05-18,Costa Rica,Serbia,2,0,FRIENDLY
2025-07-22,Costa Rica,Mexico,0,0,WC_FINAL
2024-09-20,Denmark,Colombia,1,2,QUALIFIER
2019-08-07,Senegal,Qatar,0,1,QUALIFIER
2025-12-16,Japan,Iran,2,0,FRIENDLY
2020-04-07,Saudi Arabia,Qatar,0,0,FRIENDLY
2023-02-11,Croatia,Tunisia,2,0,QUALIFIER
2021-04-12,Colombia,Brazil,1,0,QUALIFIER
2019-10-30,Argentina,England,0,0,QUALIFIER
2019-11-03,Cameroon,England,0,0,FRIENDLY
2024-08-25,Poland,Belgium,1,4,CONFED_CAMP
2020-10-30,Senegal,Saudi Arabia,1,3,CONFED_CAMP
2024-06-04,Serbia,Brazil,4,0,QUALIFIER
2021-10-01,Spain,Brazil,0,2,FRIENDLY
2024-04-02,Belgium,Morocco,0,1,QUALIFIER
2022-10-04,Costa Rica,Uruguay,1,0,FRIENDLY
2024-08-02,Germany,South Korea,0,0,QUALIFIER
2025-06-27,Portugal,Spain,0,0,FRIENDLY
2024-02-13,Cameroon,Argentina,0,0,WC_FINAL
2019-06-01,Australia,Serbia,3,0,FRIENDLY
2022-03-07,Switzerland,Denmark,0,0,QUALIFIER
2025-12-31,South Korea,Brazil,0,0,QUALIFIER
2020-03-01,England,Uruguay,8,2,QUALIFIER
2022-07-07,Argentina,Croatia,0,1,FRIENDLY
2018-12-07,Croatia,Cameroon,5,2,QUALIFIER
2022-08-14,South Korea,Tunisia,0,0,QUALIFIER
2019-01-06,Brazil,Mexico,2,2,QUALIFIER
2025-05-16,Poland,England,0,5,FRIENDLY
2022-04-25,Colombia,France,0,3,FRIENDLY
2018-02-16,Netherlands,Tunisia,1,0,FRIENDLY
2020-05-31,Brazil,Serbia,3,0,FRIENDLY
2025-02-12,Switzerland,Spain,2,2,QUALIFIER
2023-08-06,England,Belgium,4,1,QUALIFIER
2025-05-31,Brazil,Spain,0,0,QUALIFIER
2019-02-20,Croatia,Brazil,2,2,QUALIFIER
2019-04-15,Senegal,Brazil,1,1,QUALIFIER
2021-05-26,USA,Brazil,1,0,QUALIFIER
2019-09-04,Uruguay,Germany,2,1,CONFED_CAMP
2019-07-19,Croatia,Belgium,3,1,QUALIFIER
2024-02-19,Japan,Colombia,1,0,FRIENDLY
2020-06-09,Brazil,Switzerland,4,0,CONFED_CAMP
2021-04-24,Brazil,Ghana,6,0,QUALIFIER
2025-04-13,Costa Rica,Spain,3,1,FRIENDLY
2020-02-20,Ghana,Poland,1,3,QUALIFIER
2024-05-23,Denmark,Cameroon,0,2,QUALIFIER
2022-05-19,Poland,Mexico,3,3,FRIENDLY
2024-01-28,Qatar,South Korea,7,0,FRIENDLY
2024-10-28,Cameroon,Netherlands,2,2,WC_FINAL
2023-01-02,England,Denmark,4,2,QUALIFIER
2024-06-30,Uruguay,Morocco,5,5,QUALIFIER
2018-05-24,Colombia,Morocco,1,1,QUALIFIER
2025-01-04,Morocco,Belgium,1,3,CONFED_CAMP
2024-12-27,Ecuador,Ghana,2,1,QUALIFIER
2018-04-18,Australia,Brazil,2,1,QUALIFIER
2026-04-05,Croatia,Switzerland,2,1,WC_FINAL
2021-11-30,South Korea,Canada,0,2,FRIENDLY
2023-11-24,Brazil,Croatia,5,1,QUALIFIER
2024-07-07,Tunisia,Netherlands,0,0,CONFED_CAMP
2020-01-11,South Korea,Argentina,0,2,QUALIFIER
2020-08-05,Costa Rica,Spain,0,3,QUALIFIER
2018-07-29,Qatar,USA,2,0,FRIENDLY
2019-06-17,Denmark,Iran,0,0,CONFED_CAMP
2020-07-24,South Korea,Argentina,0,5,QUALIFIER
2025-07-17,Qatar,Tunisia,1,5,QUALIFIER
2020-02-26,Croatia,Australia,3,0,CONFED_CAMP
2023-07-14,Mexico,Belgium,0,2,FRIENDLY
2022-05-02,Costa Rica,Iran,0,3,QUALIFIER
2022-09-20,Switzerland,Germany,5,0,FRIENDLY
2021-05-09,Japan,Switzerland,0,1,FRIENDLY
2026-02-09,Ecuador,Japan,0,1,FRIENDLY
2022-11-15,Netherlands,Senegal,4,0,FRIENDLY
2021-08-13,Uruguay,England,2,0,FRIENDLY
2021-05-27,Ecuador,France,1,1,CONFED_CAMP
2022-08-01,Poland,Uruguay,5,1,QUALIFIER
2023-03-19,Japan,Netherlands,0,2,QUALIFIER
2022-02-02,Denmark,USA,0,1,QUALIFIER
2023-05-06,Ghana,Brazil,0,3,FRIENDLY
2025-03-01,South Korea,Netherlands,1,3,QUALIFIER
2022-05-18,Denmark,France,1,0,WC_FINAL
2019-10-29,Belgium,Tunisia,0,0,QUALIFIER
2022-10-15,Australia,Croatia,1,0,QUALIFIER
2023-04-24,Canada,Portugal,0,2,WC_FINAL
2024-11-29,Japan,Poland,0,0,FRIENDLY
2026-02-17,Switzerland,Colombia,0,0,CONFED_CAMP
2021-04-10,Qatar,Japan,6,2,QUALIFIER
2021-01-08,Argentina,France,0,2,QUALIFIER
2018-02-24,Morocco,Ghana,0,0,QUALIFIER
2026-03-03,Morocco,Australia,1,1,QUALIFIER
2024-11-27,Poland,Croatia,0,0,CONFED_CAMP
2018-02-07,Denmark,Cameroon,0,2,CONFED_CAMP
2021-07-07,Morocco,Iran,0,0,FRIENDLY
2020-08-08,Spain,Australia,1,0,CONFED_CAMP
2023-01-19,Qatar,Poland,0,2,FRIENDLY
2025-01-28,South Korea,Brazil,4,2,QUALIFIER
2025-01-19,Denmark,Uruguay,2,6,QUALIFIER
2026-04-09,Belgium,Uruguay,0,1,FRIENDLY
2021-02-16,Portugal,Saudi Arabia,0,1,CONFED_CAMP
2018-04-04,Costa Rica,Cameroon,2,1,QUALIFIER
2019-12-11,Croatia,Saudi Arabia,0,2,FRIENDLY
2022-10-29,France,Ecuador,0,0,QUALIFIER
2023-12-19,Belgium,Germany,0,2,WC_FINAL
2025-07-01,Serbia,Spain,2,0,QUALIFIER
2026-02-17,Senegal,Netherlands,1,1,QUALIFIER
2022-03-14,Mexico,USA,1,0,QUALIFIER
2024-01-08,South Korea,Brazil,5,0,FRIENDLY
2019-11-05,Switzerland,Tunisia,0,0,QUALIFIER
2020-10-25,Cameroon,Spain,0,0,QUALIFIER
2026-04-18,Canada,USA,0,0,FRIENDLY
2022-09-19,South Korea,Tunisia,1,2,QUALIFIER
2018-10-31,Brazil,Iran,0,3,FRIENDLY
2019-08-24,Australia,Saudi Arabia,2,0,QUALIFIER
2024-04-18,Croatia,Cameroon,0,2,QUALIFIER
2021-03-03,Argentina,Portugal,0,0,FRIENDLY
2024-05-09,Ghana,Uruguay,0,0,FRIENDLY
2024-09-04,France,Croatia,0,3,FRIENDLY
2022-12-26,Tunisia,Mexico,2,0,QUALIFIER
2018-05-20,France,Senegal,4,0,QUALIFIER
2020-12-22,Belgium,Serbia,1,0,QUALIFIER
2021-03-11,Australia,Mexico,0,0,WC_FINAL
2025-01-02,Ecuador,England,2,0,QUALIFIER
2018-01-14,Croatia,Colombia,0,1,QUALIFIER
2025-10-02,Canada,Poland,1,2,QUALIFIER
2022-02-12,Tunisia,Germany,2,0,FRIENDLY
2021-01-05,Denmark,Cameroon,3,0,QUALIFIER
2026-02-12,Portugal,Uruguay,0,3,QUALIFIER
2018-06-21,Denmark,Australia,0,0,QUALIFIER
2020-03-10,Japan,Croatia,6,1,FRIENDLY
2020-10-08,England,Netherlands,5,1,CONFED_CAMP
2020-01-25,Ghana,Germany,0,1,WC_FINAL
2020-08-07,Denmark,Colombia,1,0,QUALIFIER
2018-04-24,Argentina,Senegal,0,5,FRIENDLY
2021-06-17,Croatia,England,0,1,QUALIFIER
2022-04-15,South Korea,Cameroon,1,1,CONFED_CAMP
2023-02-19,Serbia,Germany,4,0,QUALIFIER
2018-07-01,Brazil,Cameroon,0,0,QUALIFIER
2020-02-21,Ecuador,Senegal,0,0,FRIENDLY
2018-01-13,USA,Colombia,2,0,FRIENDLY
2023-07-22,England,Qatar,1,0,FRIENDLY
2025-08-05,Denmark,Costa Rica,0,0,FRIENDLY
2019-09-25,Canada,Iran,2,0,CONFED_CAMP
2022-08-18,Uruguay,Saudi Arabia,6,1,CONFED_CAMP
2024-11-13,Switzerland,Iran,0,0,QUALIFIER
2025-12-31,Qatar,Tunisia,1,1,CONFED_CAMP
2020-10-22,Senegal,Colombia,1,1,FRIENDLY
2024-08-13,Canada,Qatar,0,0,CONFED_CAMP
2021-04-07,Iran,Serbia,0,3,FRIENDLY
2024-12-11,USA,Ecuador,5,3,QUALIFIER
2022-09-11,Iran,Cameroon,1,0,QUALIFIER
2019-08-16,Costa Rica,Serbia,2,1,CONFED_CAMP
2025-04-07,England,Mexico,0,0,FRIENDLY
2023-11-23,Senegal,Portugal,0,0,CONFED_CAMP
2018-01-18,Iran,Costa Rica,3,1,QUALIFIER
2018-01-22,Colombia,Cameroon,2,6,QUALIFIER
2018-07-15,Croatia,Japan,2,0,QUALIFIER
2025-04-24,Portugal,Croatia,0,1,FRIENDLY
2023-04-09,England,South Korea,0,1,QUALIFIER
2018-03-16,Saudi Arabia,Costa Rica,1,1,QUALIFIER
2018-10-02,Morocco,Spain,2,3,FRIENDLY
2022-11-28,Poland,England,1,0,QUALIFIER
2020-06-15,Morocco,Belgium,3,0,FRIENDLY
2023-06-25,Switzerland,Argentina,3,0,QUALIFIER
2018-09-10,Belgium,Germany,0,2,FRIENDLY
2022-07-03,Spain,Canada,0,0,QUALIFIER
2019-02-16,Argentina,Portugal,0,0,QUALIFIER
2021-07-28,France,England,1,0,QUALIFIER
2021-05-09,Japan,Poland,0,5,CONFED_CAMP
2018-10-03,Brazil,Senegal,1,1,QUALIFIER
2022-10-01,Spain,Argentina,4,0,CONFED_CAMP
2022-06-20,South Korea,Saudi Arabia,0,0,FRIENDLY
2022-08-01,Morocco,Netherlands,0,3,FRIENDLY
2026-05-17,Uruguay,Japan,2,1,FRIENDLY
2018-08-15,Croatia,Morocco,2,0,QUALIFIER
2021-09-03,South Korea,Portugal,0,3,QUALIFIER
2023-03-27,Belgium,Brazil,0,2,QUALIFIER
2020-12-20,Netherlands,South Korea,2,4,FRIENDLY
2024-02-08,South Korea,Serbia,1,2,QUALIFIER
2020-12-30,Serbia,Belgium,0,1,CONFED_CAMP
2021-04-08,Serbia,Netherlands,0,0,FRIENDLY
2018-01-30,Mexico,Qatar,2,0,QUALIFIER
2020-04-17,USA,Colombia,2,2,QUALIFIER
2025-06-01,USA,Poland,0,0,CONFED_CAMP
2024-12-08,Germany,Portugal,1,0,QUALIFIER
2025-11-30,Australia,Belgium,1,2,QUALIFIER
2020-05-31,Iran,France,0,6,FRIENDLY
2023-09-01,Brazil,Ghana,0,1,FRIENDLY
2020-03-16,Cameroon,Uruguay,2,0,QUALIFIER
2025-10-26,Morocco,Colombia,0,2,FRIENDLY
2025-04-04,Brazil,Uruguay,3,0,QUALIFIER
2022-03-12,Japan,Mexico,2,1,FRIENDLY
2022-03-10,Australia,Senegal,2,2,FRIENDLY
2025-10-14,France,England,0,2,CONFED_CAMP
2022-03-23,England,Saudi Arabia,1,2,CONFED_CAMP
2021-10-12,Australia,USA,3,0,FRIENDLY
2019-03-01,Croatia,Serbia,1,0,CONFED_CAMP
2022-01-05,Iran,Tunisia,1,0,QUALIFIER
2021-03-30,Uruguay,Colombia,0,2,FRIENDLY
2023-01-24,Mexico,Iran,2,0,CONFED_CAMP
2024-01-23,Cameroon,Uruguay,0,3,CONFED_CAMP
2025-11-21,Argentina,Cameroon,0,0,QUALIFIER
2020-04-13,South Korea,Senegal,1,1,QUALIFIER
2018-07-18,Brazil,Ghana,0,0,FRIENDLY
2024-03-05,Germany,Morocco,2,1,QUALIFIER
2018-09-26,Japan,USA,0,1,QUALIFIER
2025-04-06,France,Cameroon,0,2,QUALIFIER
2021-05-01,Netherlands,Canada,3,0,QUALIFIER
2018-09-01,Cameroon,Poland,2,2,QUALIFIER
2026-03-23,Colombia,Argentina,2,0,QUALIFIER
2023-05-03,Uruguay,Canada,0,2,QUALIFIER
2018-12-04,Iran,Qatar,4,0,FRIENDLY
2020-10-10,Belgium,Brazil,0,0,FRIENDLY
2019-02-12,Tunisia,Mexico,1,0,FRIENDLY
2024-06-13,Ecuador,Australia,0,3,WC_FINAL
2023-12-17,Croatia,England,0,1,FRIENDLY
2024-09-03,Saudi Arabia,Iran,0,2,FRIENDLY
2023-01-28,France,Canada,1,0,QUALIFIER
2018-07-05,Costa Rica,Qatar,5,1,QUALIFIER
2025-05-03,Iran,Switzerland,2,2,QUALIFIER
2024-02-07,Brazil,Poland,3,5,QUALIFIER
2025-04-25,Croatia,Ghana,0,1,QUALIFIER
2023-05-19,Netherlands,Colombia,0,1,QUALIFIER
2018-07-11,Croatia,Uruguay,2,1,QUALIFIER
2020-08-22,Morocco,France,3,2,FRIENDLY
2021-10-03,France,Argentina,1,3,FRIENDLY
2023-12-26,Saudi Arabia,Colombia,5,0,FRIENDLY
2024-12-23,Brazil,Spain,0,0,QUALIFIER
2018-09-15,Serbia,Denmark,4,4,CONFED_CAMP
2025-08-01,Tunisia,Qatar,4,1,FRIENDLY
2020-12-18,Colombia,Cameroon,0,0,FRIENDLY
2022-02-12,Denmark,Cameroon,1,1,FRIENDLY
2022-08-13,Spain,Canada,1,1,QUALIFIER
2023-02-18,Serbia,England,2,0,CONFED_CAMP
2018-02-21,Australia,Tunisia,2,2,QUALIFIER
2022-10-08,Japan,Tunisia,2,0,QUALIFIER
2018-03-11,England,Ecuador,1,1,CONFED_CAMP
2021-05-21,Portugal,England,1,1,CONFED_CAMP
2024-06-17,Colombia,Uruguay,1,0,QUALIFIER
2019-10-03,Japan,Qatar,0,0,WC_FINAL
2019-06-23,Qatar,USA,3,0,WC_FINAL
2022-12-21,Netherlands,France,2,1,QUALIFIER
2024-02-03,Mexico,Switzerland,0,1,QUALIFIER
2020-01-28,Uruguay,Denmark,1,2,FRIENDLY
2021-04-26,Cameroon,Ghana,0,0,QUALIFIER
2022-08-26,Saudi Arabia,Iran,1,1,QUALIFIER
2022-09-15,Colombia,Qatar,3,1,CONFED_CAMP
2023-07-06,Switzerland,Belgium,0,0,QUALIFIER
2022-02-03,Ghana,USA,2,3,FRIENDLY
2026-05-24,Senegal,Colombia,4,0,FRIENDLY
2025-05-06,Iran,South Korea,0,2,QUALIFIER
2023-01-05,Tunisia,Croatia,0,4,QUALIFIER
2021-12-10,Canada,Cameroon,1,2,FRIENDLY
2018-04-05,Costa Rica,Colombia,0,0,QUALIFIER
2026-01-18,Belgium,Ecuador,0,2,QUALIFIER
2024-01-07,France,England,3,4,QUALIFIER
2023-09-02,Denmark,South Korea,1,0,QUALIFIER
2020-12-10,Uruguay,Switzerland,1,0,CONFED_CAMP
2025-09-08,Argentina,Morocco,0,1,QUALIFIER
2024-10-16,Tunisia,Spain,2,2,QUALIFIER
2024-11-17,Germany,Senegal,0,3,CONFED_CAMP
2020-04-03,Qatar,Japan,0,5,FRIENDLY
2021-01-14,Cameroon,France,2,0,FRIENDLY
2026-01-14,Uruguay,Argentina,4,0,CONFED_CAMP
2022-04-24,France,England,7,0,FRIENDLY
2024-10-08,England,Australia,0,0,FRIENDLY
2023-06-15,Ecuador,Portugal,3,2,FRIENDLY
2019-01-27,Ecuador,England,1,0,WC_FINAL
2021-12-01,Portugal,Ghana,0,3,QUALIFIER
2023-07-10,Australia,Netherlands,2,1,QUALIFIER
2024-04-10,Serbia,Brazil,1,3,FRIENDLY
2021-08-22,Denmark,Serbia,0,1,CONFED_CAMP
2019-08-20,Costa Rica,Australia,1,1,QUALIFIER
2020-12-28,Argentina,Mexico,0,3,FRIENDLY
2018-11-08,Argentina,Portugal,0,0,QUALIFIER
2025-10-04,Germany,Cameroon,0,1,FRIENDLY
2024-04-09,Cameroon,Brazil,1,3,QUALIFIER
2023-08-23,Costa Rica,Morocco,0,0,FRIENDLY
2024-02-03,Tunisia,Morocco,0,0,QUALIFIER
2022-10-08,Japan,Brazil,0,2,FRIENDLY
2021-10-12,Tunisia,Ecuador,1,1,QUALIFIER
2023-07-14,Iran,Saudi Arabia,0,2,QUALIFIER
2025-06-25,Senegal,Costa Rica,5,4,FRIENDLY
2022-01-31,Brazil,Canada,0,0,QUALIFIER
2021-11-23,Iran,Argentina,1,0,QUALIFIER
2018-07-29,USA,Ghana,0,2,CONFED_CAMP
2023-07-16,Ecuador,Argentina,0,0,CONFED_CAMP
2018-10-16,Japan,Poland,0,2,QUALIFIER
2019-05-11,Cameroon,Switzerland,3,1,QUALIFIER
2020-07-17,South Korea,Tunisia,2,2,FRIENDLY
2023-06-12,Portugal,Iran,1,1,FRIENDLY
2018-05-05,Switzerland,Costa Rica,4,1,CONFED_CAMP
2025-07-14,Ecuador,Brazil,1,0,QUALIFIER
2022-03-02,Croatia,Saudi Arabia,0,0,FRIENDLY
2025-06-08,Saudi Arabia,Switzerland,0,0,FRIENDLY
2020-07-06,Australia,Switzerland,3,3,QUALIFIER
2025-12-07,Canada,Serbia,1,0,FRIENDLY
2024-05-12,Ghana,England,0,1,QUALIFIER
2024-05-07,Uruguay,Colombia,1,0,QUALIFIER
2020-02-20,Poland,Costa Rica,0,3,CONFED_CAMP
2020-02-26,Croatia,Qatar,0,0,FRIENDLY
2019-10-16,Brazil,Poland,1,1,QUALIFIER
2025-08-20,South Korea,Colombia,3,3,CONFED_CAMP
2018-03-29,Poland,Australia,0,0,CONFED_CAMP
2022-09-21,Switzerland,Germany,1,2,QUALIFIER
2018-09-02,South Korea,France,0,1,QUALIFIER
2019-03-03,Portugal,Canada,4,0,FRIENDLY
2020-01-08,Spain,Iran,0,4,QUALIFIER
2019-08-22,Ecuador,Senegal,2,1,FRIENDLY
2024-05-01,Germany,Uruguay,0,1,QUALIFIER
2019-06-20,Qatar,Poland,1,1,QUALIFIER
2025-06-25,France,Japan,0,1,CONFED_CAMP
2024-12-16,Denmark,Costa Rica,1,2,QUALIFIER
2024-08-10,Saudi Arabia,Morocco,0,3,QUALIFIER
2018-07-14,Colombia,Croatia,2,1,CONFED_CAMP
2021-06-05,USA,France,1,2,WC_FINAL
2023-01-17,Australia,Colombia,0,5,QUALIFIER
2020-04-28,Netherlands,USA,1,0,FRIENDLY
2023-07-07,Colombia,Switzerland,2,0,QUALIFIER
2018-03-13,Croatia,South Korea,0,7,QUALIFIER
2023-04-12,Ghana,France,0,2,QUALIFIER
2023-01-08,Canada,Spain,1,0,QUALIFIER
2020-07-24,Uruguay,Netherlands,5,0,FRIENDLY
2022-05-21,Serbia,England,0,0,QUALIFIER
2020-02-13,Uruguay,Morocco,0,1,QUALIFIER
2019-03-08,Belgium,Portugal,0,0,QUALIFIER
2021-12-22,Brazil,Denmark,5,0,QUALIFIER
2020-03-28,Saudi Arabia,Ghana,0,0,QUALIFIER
2020-06-15,Portugal,Saudi Arabia,0,1,QUALIFIER
2021-10-29,Saudi Arabia,USA,0,0,FRIENDLY
2026-01-02,Colombia,Ecuador,0,0,FRIENDLY
2019-06-30,Brazil,Japan,0,1,FRIENDLY
2025-03-03,England,Ecuador,0,1,QUALIFIER
2018-07-17,Brazil,Argentina,3,1,QUALIFIER
2023-08-07,Spain,Mexico,0,0,CONFED_CAMP
2020-04-02,Japan,Germany,0,5,CONFED_CAMP
2020-03-19,Qatar,Brazil,0,1,FRIENDLY
2022-10-04,Saudi Arabia,Canada,0,0,QUALIFIER
2024-05-28,Mexico,Australia,0,1,FRIENDLY
2026-01-23,France,England,0,0,FRIENDLY
2020-07-16,Qatar,Belgium,0,10,FRIENDLY
2024-10-12,Iran,Croatia,10,1,QUALIFIER
2020-04-04,Uruguay,Poland,1,0,WC_FINAL
2023-07-03,USA,Denmark,0,0,FRIENDLY
2021-06-12,Saudi Arabia,Germany,2,0,QUALIFIER
2023-05-02,South Korea,England,0,0,QUALIFIER
2024-08-13,Ecuador,Senegal,0,1,WC_FINAL
2024-11-15,Cameroon,Netherlands,1,4,QUALIFIER
2018-03-04,Morocco,Iran,1,1,FRIENDLY
2018-07-12,Argentina,Portugal,0,0,CONFED_CAMP
2020-11-17,Ecuador,USA,2,0,FRIENDLY
2018-11-25,Germany,Croatia,0,0,FRIENDLY
2025-01-19,Uruguay,Switzerland,0,1,QUALIFIER
